Call Center ID,Operator Name,Issue Type,Response Time (mins),Call Time and Date,Number of Calls Daily
7cfbfd81-a3d7-4c64-971d-7e3402852721,Sean Harvey,Accident,23,2024-04-10 00:00:00.735720,1646
e758ee3c-0954-473e-8574-3d8af347efbc,Nicole Stone,Accident,19,2024-01-23 00:00:00.935835,1688
53137036-6e8e-49cb-92bc-21c1c2c269db,Sean Harvey,Toll Issue,28,2024-01-23 00:00:00.184367,1688
6dc5ad62-53a2-4e06-a020-4e3c4c51841c,Shawn Moses,Accident,13,2024-01-09 00:00:00.498391,1869
ef55ee58-b83b-472f-8546-8d3382fd7c9a,Cameron Cordova,Toll Issue,14,2024-03-24 00:00:00.971606,1503
4a4b9101-b988-4f49-aed6-70b47ffb3211,Jason Thompson,Accident,23,2024-03-22 00:00:00.697042,1491
73a15cba-75c6-4ba5-8127-fb6185ba213e,Michael Gonzalez,Transport Query,4,2024-06-20 00:00:00.536525,1903
75109d7f-bfca-439c-8a86-96a72841dcc2,Mary Allen,Transport Query,15,2024-05-05 00:00:00.459104,1992
13b8322e-e70c-4ee1-bdf3-42eb0e0832ea,Krista Taylor,Traffic Signal Fault,20,2024-03-29 00:00:00.366212,1686
9809444f-35f6-4cef-a275-7c636d0817f2,Christine Christensen,Road Block,14,2024-03-22 00:00:00.494202,1491
1b141f23-4395-44f9-a3ea-da95ebd6e563,Cameron Cordova,Transport Query,10,2024-05-05 00:00:00.045848,1992
4192ecd9-242d-4338-a72e-dfba1ec95a14,Jason Thompson,Transport Query,21,2024-02-09 00:00:00.276024,1632
0fffe13d-381c-48f3-8f92-cbafb762ed58,Samantha Holland,Complaint,3,2024-06-03 00:00:00.286797,1745
8ce44a4a-37a3-4450-a6b2-6d2f56692fa7,Ralph David,Complaint,20,2024-06-03 00:00:00.690793,1745
6bc1596b-6b1e-4aa0-87bb-a4fa06f3d324,Kenneth Wells,Transport Query,13,2024-03-29 00:00:00.539250,1686
3cd68e55-49c0-4508-8801-46a84cbd3835,Sean Harvey,Complaint,12,2024-03-29 00:00:00.773889,1686
be5be804-410c-4a5e-af0d-25bacbe1761c,Jennifer Stanley,Road Block,4,2024-01-23 00:00:00.356906,1688
9f894f2b-3d5f-4ee5-ac53-d8fa11550079,Kimberly Reid,Traffic Signal Fault,21,2024-03-24 00:00:00.256141,1503
debb8f10-e46d-4b3b-8fbc-93fbf5d58a7f,Julia Jones,Toll Issue,30,2024-06-03 00:00:00.132172,1745
4705b54b-b126-4bc0-8ab8-c13601b30f82,Hailey Hopkins,Transport Query,15,2024-03-03 00:00:00.464282,1490
6dfb542b-8572-4b20-b7c2-85491abcac8d,Shawn Moses,Accident,4,2024-01-14 00:00:00.594193,1090
134fbcd3-fb6a-455a-831f-92dbfc53abba,Richard Pugh,Complaint,22,2024-02-09 00:00:00.356811,1632
8526ff2f-7bf6-4f5a-bb90-a07be178efa3,Joshua Jones,Complaint,10,2024-06-03 00:00:00.993829,1745
0a647da4-7e8a-4322-bc74-8d29397e2a4c,Cynthia Freeman,Accident,8,2024-03-29 00:00:00.240682,1686
ac4a4b09-32b4-4fd3-a089-6e0fbd4c2ef8,Ralph David,Accident,3,2024-03-18 00:00:00.594911,1052
3ccdfcb3-72a1-4ba7-8779-2bb461b24b32,Christine Christensen,Accident,17,2024-01-03 00:00:00.386355,1459
d2f72e03-1e22-4c20-8be3-7dddacfe54f6,Erik Webb,Road Block,7,2024-06-22 00:00:00.030960,1280
fb351396-08a0-49e2-963a-1653ec731648,Robert Bell,Toll Issue,11,2024-05-05 00:00:00.062268,1992
0b40be2c-2de8-4529-8776-b44b8fc7e3eb,Jerry Johnson,Toll Issue,6,2024-03-08 00:00:00.606093,1654
34d4deac-adb5-4365-b31e-eb5b8216809e,Kenneth Wells,Transport Query,25,2024-01-06 00:00:00.157302,1026
ca398e36-3415-4df8-83d0-d8229da9a5fa,Mary Allen,Road Block,30,2024-03-24 00:00:00.059908,1503
619fbb54-d2f0-4a3c-bae6-da8d26a6a81f,Mr. Richard Robinson Jr.,Complaint,11,2024-04-26 00:00:00.411292,1889
fa9c0d0f-dd1e-4205-8506-ea91d46152d8,Nicole Stone,Complaint,27,2024-05-05 00:00:00.732568,1992
a44d0c42-a6af-4c1a-aa5a-456bb5165358,Kimberly Reid,Traffic Signal Fault,21,2024-01-31 00:00:00.782341,1559
287830ca-357e-448d-8dab-29fa1c1daf23,Jeffrey Harding,Complaint,14,2024-01-23 00:00:00.247361,1688
4725819d-f85a-4a3b-9783-4aff80b16030,Krista Taylor,Complaint,5,2024-06-22 00:00:00.114086,1280
545685e7-11d1-42be-8e1e-bfaa30ce5f46,Jason Thompson,Transport Query,1,2024-04-10 00:00:00.194881,1646
0b314bf2-9a35-442f-8b56-cb7f64cac239,Erik Webb,Road Block,27,2024-04-10 00:00:00.415261,1646
e071328a-2916-490a-a8a2-a8d14f3ae9fc,Nicole Stone,Complaint,9,2024-01-31 00:00:00.504379,1559
69b9c683-64c2-4754-b032-a4f2b9d20d03,Krista Taylor,Transport Query,1,2024-03-22 00:00:00.090877,1491
d737064c-0c74-4f07-ad29-8f0ce1e1ef4f,Keith Preston,Toll Issue,28,2024-01-31 00:00:00.779162,1559
e21d91a4-b1af-4e9a-bc3b-63ea483aa515,Krista Taylor,Complaint,14,2024-01-21 00:00:00.175571,1675
04395a66-7254-4b1b-9f6d-bf0f315c5f22,Morgan Valdez,Traffic Signal Fault,30,2024-03-24 00:00:00.225956,1503
7bdc6006-4820-44e6-b107-9005e25e2f70,David Price,Transport Query,14,2024-01-03 00:00:00.465825,1459
474da7d5-d93e-4a68-ba61-a443c0223f72,Michael Gonzalez,Complaint,15,2024-04-26 00:00:00.346381,1889
debf1c2f-6c97-4a83-b3f5-f3327775d060,Stacey Lambert,Complaint,20,2024-03-08 00:00:00.923041,1654
b25185a9-2645-47e4-98da-4cf95c3c8c64,Krista Taylor,Toll Issue,14,2024-01-23 00:00:00.883642,1688
34565e34-a618-4d03-b783-203dba01f47c,Kimberly Reid,Traffic Signal Fault,20,2024-03-03 00:00:00.238627,1490
9ab59581-decf-440f-b4ad-7547add7b653,Jeffrey Harding,Accident,19,2024-03-29 00:00:00.626374,1686
b835f11b-eb9f-4553-a583-500beff2585a,Jeffrey Harding,Complaint,12,2024-02-01 00:00:00.546813,1853
05f51a6c-7e09-498f-a02e-c6418bb77502,Samantha Holland,Accident,3,2024-03-08 00:00:00.298414,1654
ff25ebc3-e029-42c8-b289-800d93ef125a,Kristina Werner,Accident,22,2024-03-22 00:00:00.271579,1491
1fc381df-79c0-48e0-b67a-eac79e1c14c4,Morgan Valdez,Accident,17,2024-06-20 00:00:00.546407,1903
a3ee3a5e-cee7-418c-884c-e8874490e3ce,Kristen Montoya,Complaint,24,2024-01-21 00:00:00.539880,1675
15021c9f-8c8c-44fd-a0b1-47fb06a2f765,Erik Webb,Toll Issue,25,2024-06-20 00:00:00.426767,1903
70e60574-b8f2-406c-864d-4df269012d12,Matthew Robinson,Complaint,6,2024-02-01 00:00:00.523516,1853
466ee1fd-4c83-44f9-a393-cefee5174bf5,Sean Harvey,Complaint,15,2024-03-29 00:00:00.104599,1686
ecad1601-c4f2-4e3b-8849-7cf002f901d7,Michael Gonzalez,Complaint,27,2024-06-04 00:00:00.708227,1137
b6414abe-ba5f-4d19-9f8e-767dd5b2ba61,Anna Parsons,Transport Query,23,2024-01-14 00:00:00.322679,1090
f17fbc80-656f-4d22-86e6-3d4f02ed9f51,Richard Pugh,Road Block,23,2024-05-05 00:00:00.645261,1992
38b0eed5-e775-4c35-be5c-d8c6914ce434,Andrew Boyer,Transport Query,21,2024-06-20 00:00:00.264972,1903
409eee25-c7ca-4a7c-8e2b-c6c3ac1e5f1d,Cameron Cordova,Toll Issue,27,2024-01-03 00:00:00.378865,1459
e559cdcd-aa22-448a-817b-2d2fecd5bd59,Joseph Roberts,Road Block,8,2024-01-21 00:00:00.907011,1675
aa686270-9290-48a2-86e8-d51b9cc8a048,Cynthia Freeman,Traffic Signal Fault,24,2024-01-06 00:00:00.434268,1026
7d77976f-ec9e-4de0-bfbc-36351039afe9,Erik Webb,Complaint,22,2024-03-29 00:00:00.498250,1686
c276106f-a5c5-4122-9071-8c6185d6d04d,Robert Bell,Road Block,5,2024-03-29 00:00:00.062523,1686
cc13e972-cdb9-4786-af02-620814f3fb57,Julia Jones,Complaint,2,2024-06-20 00:00:00.951151,1903
75b4b8bf-50ed-4287-83d4-94270a5d0c67,Jon Ward,Traffic Signal Fault,10,2024-01-21 00:00:00.993717,1675
dc556baa-de61-4fd4-81b0-b13e3f4f13b3,Erik Webb,Transport Query,27,2024-03-22 00:00:00.209905,1491
141adfef-c0a8-4657-b8c1-9bfe22683975,David Price,Road Block,30,2024-03-28 00:00:00.377136,1128
6993917b-d0b0-45cd-9cce-3b9a9264270f,Keith Preston,Accident,10,2024-06-20 00:00:00.252459,1903
d4b8f78a-8f63-472c-b8bb-7b843685784a,Samantha Holland,Transport Query,3,2024-04-26 00:00:00.379925,1889
b485b691-c2e5-4994-8e1f-a2158880bacb,Jason Thompson,Complaint,25,2024-03-08 00:00:00.844348,1654
6d43025f-ccf6-4504-b5d0-718203f8e6ba,Ralph David,Accident,10,2024-03-18 00:00:00.211215,1052
f0e99b46-1d17-4d75-9344-90c6b5d1c9ed,Kristina Werner,Toll Issue,15,2024-03-03 00:00:00.321685,1490
4abdced6-e172-4c37-ba81-622278e1d9c0,Kristina Werner,Toll Issue,22,2024-01-21 00:00:00.015386,1675
3169ff11-2b0e-4f01-8aad-b0bb76e0043c,Mr. Richard Robinson Jr.,Accident,16,2024-01-09 00:00:00.597808,1869
19198c65-8d44-4b25-a58f-c35d0d5d7c4e,Regina Conley,Accident,29,2024-01-06 00:00:00.832636,1026
1926b4f8-fe2f-4344-b122-c2961437bd8d,Hailey Hopkins,Complaint,14,2024-06-22 00:00:00.407779,1280
b3fdf246-baac-4d0b-ad0f-ca56f2a4aa52,Sean Harvey,Complaint,13,2024-01-14 00:00:00.310235,1090
a249e661-8708-4b9a-9d1d-0f02ac5355c8,Cameron Cordova,Complaint,2,2024-02-01 00:00:00.461921,1853
41bcadeb-e758-4d93-aa75-b12335997ef7,Kristina Werner,Accident,23,2024-03-03 00:00:00.436048,1490
071616f4-3ef9-4242-ae10-857efc19103c,Kimberly Reid,Traffic Signal Fault,25,2024-03-28 00:00:00.792381,1128
9dc5da5c-8b2f-4ab7-b62b-8b13bc5fb004,Julia Jones,Toll Issue,14,2024-06-22 00:00:00.141886,1280
29afe0d6-a3e3-45d5-b4a7-ec69c01bd4d7,Cameron Cordova,Transport Query,29,2024-03-03 00:00:00.858274,1490
86ddf509-0f40-4304-a5bf-3cce4e8bc1bb,Joseph Gray,Traffic Signal Fault,5,2024-03-03 00:00:00.699354,1490
e3a55fff-606c-4ecf-90ff-8a3cea6c49f1,Kenneth Wells,Complaint,11,2024-02-29 00:00:00.788552,1246
686ba0d4-5091-4f2e-a5fe-620e93cf2c02,Sean Harvey,Accident,25,2024-03-24 00:00:00.514697,1503
86a56816-ccd9-4d77-8c69-e023202f339c,Stacey Lambert,Complaint,19,2024-04-10 00:00:00.488621,1646
3ac8f7ad-3d50-47f2-a0e7-24836d3fd39e,Hailey Hopkins,Complaint,17,2024-04-10 00:00:00.426285,1646
0d34d6f9-e1a6-4eb3-97e6-3318d4b66ae3,Regina Conley,Toll Issue,23,2024-01-23 00:00:00.112540,1688
df24f754-13a8-46d4-847e-f02c3e804b82,Kimberly Reid,Traffic Signal Fault,24,2024-06-20 00:00:00.757614,1903
88147fc8-a1e2-43fa-8277-788242a7938a,Jon Ward,Accident,22,2024-01-23 00:00:00.401302,1688
8f64898f-572d-4a05-8eef-f3bf1f4ba2e9,Jessica Nunez,Road Block,27,2024-03-29 00:00:00.507429,1686
a6e8ef21-7d16-4eb3-9c00-896d45082f3e,Matthew Robinson,Transport Query,25,2024-02-21 00:00:00.794176,1036
7c238b95-30d0-40f0-bd59-e607cad832ac,Kimberly Reid,Toll Issue,29,2024-03-22 00:00:00.195938,1491
c198c11e-e21d-47cb-8d86-1f2db0faba50,Dean Young,Transport Query,11,2024-01-21 00:00:00.320795,1675
015d4211-3118-4135-aee5-70bb91936a94,Jason Thompson,Complaint,24,2024-02-01 00:00:00.450627,1853
5ae843e0-4a33-4137-9b2a-dfb3afe61402,Julia Jones,Traffic Signal Fault,10,2024-02-01 00:00:00.502293,1853
34b1a18a-7f95-4432-b3f9-0ef45dae310f,Kimberly Reid,Accident,2,2024-05-05 00:00:00.110118,1992
2f3f8d21-097d-48c1-a006-ab38e6287e02,Dean Young,Complaint,4,2024-04-10 00:00:00.190931,1646
5163cfde-8a40-499e-a399-81df49100dcd,Jonathan Hopkins,Road Block,3,2024-03-28 00:00:00.531029,1128
61983b9c-924f-4903-87ac-d1b5c8149a97,Julia Jones,Traffic Signal Fault,28,2024-01-09 00:00:00.244206,1869
24b6eecb-9e3c-4be5-9d4f-04508e88857f,Matthew Robinson,Transport Query,2,2024-01-03 00:00:00.659395,1459
61c485ce-2eed-485b-9db1-40359e98bea8,Robert Bell,Traffic Signal Fault,1,2024-04-26 00:00:00.324367,1889
ce64d322-01cd-4361-a713-d8abb389e82b,Cynthia Freeman,Traffic Signal Fault,6,2024-03-03 00:00:00.017656,1490
e0f9979c-f2cf-471c-88a4-1c037ebee329,Jennifer Stanley,Accident,14,2024-03-22 00:00:00.805122,1491
3a96b2de-5a4c-4479-9bf4-3ccc1b37eb8c,Joshua Jones,Accident,1,2024-02-01 00:00:00.403915,1853
f854b3fe-0ff3-41b9-b7fe-d893955046e2,Nancy Dawson,Complaint,3,2024-03-08 00:00:00.705221,1654
782ab344-bb00-47c9-8c97-e2ab37af6234,Dean Young,Toll Issue,23,2024-03-03 00:00:00.238542,1490
3827a5b7-6fe6-4d71-a5f4-2a1078b408c1,Matthew Keller,Traffic Signal Fault,11,2024-04-26 00:00:00.903624,1889
9c3d92c0-8c68-4d44-932c-35568073bb47,Jessica Nunez,Traffic Signal Fault,28,2024-02-21 00:00:00.310606,1036
3efb78ec-a812-4e47-be73-44ca8d3bbab1,Cameron Cordova,Accident,20,2024-03-18 00:00:00.880849,1052
fdb651fb-8e1b-4e86-ae50-af231a81cb4b,Michael Gonzalez,Toll Issue,5,2024-01-09 00:00:00.397459,1869
2f9b5c18-0247-48e6-8e3c-09de4b594147,Jon Ward,Transport Query,11,2024-01-14 00:00:00.668210,1090
cdd43fca-8942-486a-9483-2b07b156ea93,Jeffrey Harding,Traffic Signal Fault,27,2024-03-28 00:00:00.510861,1128
1775dde7-c477-402f-8df5-a80e696de5bf,Richard Pugh,Road Block,20,2024-06-22 00:00:00.807500,1280
79bd4b67-6c5d-4821-9610-3bc340a7fcd3,Julia Jones,Transport Query,25,2024-03-03 00:00:00.098541,1490
b5f9ed01-9776-48ce-b904-0926b518870a,Ralph David,Road Block,30,2024-05-05 00:00:00.027385,1992
16b3f7ce-df06-4362-98f0-9dbaf462d1cd,Joanne Allen,Accident,17,2024-01-23 00:00:00.736861,1688
14df11d4-2a00-43fd-be12-d0450e15841b,Krista Taylor,Complaint,23,2024-03-08 00:00:00.242200,1654
d2bc3295-7160-48ea-bc2a-3f3a84564231,Shannon Simpson MD,Complaint,10,2024-01-23 00:00:00.550426,1688
0235423d-a400-4e50-8618-8d637aac1389,Kimberly Reid,Accident,21,2024-01-21 00:00:00.666219,1675
386a4ec6-14e3-4149-a26f-6525bedf712c,Shawn Moses,Transport Query,22,2024-04-26 00:00:00.021875,1889
b3fa6ec6-0939-436e-b30f-24ec018942c9,Ralph Horton,Transport Query,24,2024-04-26 00:00:00.705244,1889
165a87fe-0a7b-4690-8794-140d25c08137,Michael Gonzalez,Traffic Signal Fault,18,2024-02-09 00:00:00.451066,1632
31483a4b-e12e-46c0-ad9a-ba0b8316c7d1,Samantha Holland,Complaint,28,2024-01-23 00:00:00.297540,1688
0eda49d4-ba0d-4471-8be6-09118f10439f,Joseph Roberts,Transport Query,12,2024-05-05 00:00:00.735325,1992
41b8d08b-a026-4e73-8ecf-b44289665b7d,Christine Christensen,Transport Query,7,2024-02-09 00:00:00.922842,1632
aa0fdb19-d0bd-472d-b24a-35760f065c4f,Nicole Stone,Traffic Signal Fault,14,2024-03-08 00:00:00.365633,1654
8c18a5d8-347c-4d93-b05c-f9dc996c9830,Samantha Holland,Road Block,10,2024-02-29 00:00:00.886274,1246
872ad0af-6e8d-41f9-b63b-d47ccb40dc01,Keith Preston,Transport Query,30,2024-06-03 00:00:00.028792,1745
fed1ed70-a2b5-43f3-b17f-2cf5b56bccf2,Ralph Horton,Road Block,8,2024-03-18 00:00:00.335206,1052
36d4710f-678c-485b-9208-3f1b542d8ed1,Joanne Allen,Road Block,2,2024-03-24 00:00:00.812083,1503
530b158c-ee9b-4ffd-a8fb-d29bd20e49d4,Robert Bell,Complaint,10,2024-06-04 00:00:00.174965,1137
e28eccef-a234-4c08-845b-6a2931b6784c,Kristina Werner,Transport Query,4,2024-06-03 00:00:00.509800,1745
cc85cfd8-0dab-48d6-9344-07b5767ac37a,Robert Bell,Accident,26,2024-06-04 00:00:00.973527,1137
30948330-3fa5-4dcf-8d29-3fa53b1cac9d,Ralph Horton,Toll Issue,10,2024-02-29 00:00:00.478799,1246
03647a19-6171-42ea-964b-80c3de8b43fa,Dean Young,Toll Issue,2,2024-04-10 00:00:00.194320,1646
aecb1081-45da-421d-9ff1-5f616001d605,David Price,Toll Issue,26,2024-01-09 00:00:00.229213,1869
baafdf48-70ef-46a2-bbf5-d9c91a2646b3,Richard Pugh,Toll Issue,28,2024-04-26 00:00:00.874453,1889
aac93a65-8d46-4882-a39a-85c9b0b75ec3,Hailey Hopkins,Transport Query,9,2024-01-31 00:00:00.410070,1559
5c1925c9-d27b-4ff1-b134-3230b5fd4ce0,Andrew Boyer,Accident,6,2024-04-26 00:00:00.357013,1889
763d6a75-6e36-4704-ac35-7eb037c5a420,Anna Parsons,Toll Issue,12,2024-03-08 00:00:00.457132,1654
a32588ec-beef-461a-adef-e206cf5258eb,Christine Christensen,Complaint,8,2024-03-29 00:00:00.619560,1686
2455409d-24d8-4a3b-9544-f7925da4904f,Kristen Montoya,Toll Issue,13,2024-01-31 00:00:00.557041,1559
14f67ea1-27f2-4c14-8312-4c152f195eaf,Cameron Cordova,Complaint,8,2024-03-24 00:00:00.245756,1503
0d20faee-d98d-422f-9e40-c344fce51806,Kristina Werner,Complaint,2,2024-01-31 00:00:00.197103,1559
cdcde14c-c325-4ec1-95cc-c1ec71dc9e27,Mr. Richard Robinson Jr.,Traffic Signal Fault,16,2024-02-21 00:00:00.058092,1036
b9ad659c-8a50-4c8d-89ef-bbe0500627ec,Joshua Jones,Traffic Signal Fault,7,2024-02-21 00:00:00.024021,1036
4d90ab99-a6f3-4406-a58b-daf7e3e21483,Hailey Hopkins,Accident,16,2024-01-31 00:00:00.037619,1559
a99bc176-15a3-4341-aeda-0a94e79eec96,Sean Harvey,Toll Issue,14,2024-02-09 00:00:00.251077,1632
8c289fb6-2e3f-43a6-9c8f-bb82e6c60d08,Kristen Montoya,Road Block,5,2024-05-05 00:00:00.523065,1992
e0532a2e-7559-465d-baf0-5e0ba27d688d,Stacey Lambert,Traffic Signal Fault,30,2024-06-20 00:00:00.043292,1903
b276fbca-4b9a-49af-9107-95e131dfce52,Kimberly Reid,Traffic Signal Fault,30,2024-02-09 00:00:00.565874,1632
42caa2b9-096e-43b7-ab26-df21471ec515,Matthew Keller,Accident,11,2024-01-06 00:00:00.074745,1026
b68a8279-554b-408f-823e-381e1151d925,Keith Preston,Transport Query,14,2024-06-20 00:00:00.022635,1903
4d077b7c-5c4b-48b0-84af-f9bbfe7b47d9,Jon Ward,Transport Query,9,2024-06-04 00:00:00.692190,1137
4a7f701d-3417-4946-b48b-e5227072417a,Ralph David,Road Block,7,2024-04-10 00:00:00.202510,1646
85df5a7d-4f53-46b5-aba8-47f752993517,Jonathan Hopkins,Complaint,18,2024-03-24 00:00:00.912707,1503
3a143b3e-2aac-48ac-b4a5-0a471be3e334,Joanne Allen,Transport Query,16,2024-02-09 00:00:00.332093,1632
9f5f0d79-c227-4c74-8e73-e3140c28e55f,Hailey Hopkins,Complaint,3,2024-01-06 00:00:00.866831,1026
1f8c2c50-3ac4-4d75-8734-531f7ec78449,Jeffrey Harding,Accident,24,2024-03-03 00:00:00.945163,1490
054255f6-818c-420c-bc2a-a8e82d8ca5c1,Carrie Quinn,Traffic Signal Fault,1,2024-02-01 00:00:00.563900,1853
86ad7186-b2d2-4850-a307-9dcd97962a22,Nancy Dawson,Toll Issue,17,2024-01-31 00:00:00.105857,1559
c9f5758c-b3e5-435b-830f-c117329df423,Regina Conley,Accident,24,2024-04-26 00:00:00.517535,1889
b4da9630-8b06-4617-b755-2b9c41f81faf,Nicole Stone,Traffic Signal Fault,24,2024-03-22 00:00:00.006071,1491
f7131466-687b-4c74-a5dd-65e58dd8021b,Kimberly Reid,Accident,6,2024-01-06 00:00:00.541173,1026
517b671a-cbbc-40b6-bdfa-b1ba41c010e9,Ralph David,Complaint,1,2024-06-20 00:00:00.386395,1903
336ec16d-df27-4175-b1c7-88b9489afb89,Carrie Quinn,Road Block,1,2024-03-03 00:00:00.943586,1490
7e0cf956-c230-4b4a-a773-8f7e4e7bd588,Jerry Johnson,Toll Issue,21,2024-06-20 00:00:00.441217,1903
3115b328-8583-4647-bdce-97efa436cf11,Joanne Allen,Traffic Signal Fault,20,2024-03-28 00:00:00.467320,1128
a070af16-8827-4048-a69b-14215543ac0f,Michael Gonzalez,Traffic Signal Fault,10,2024-06-04 00:00:00.132190,1137
864d81ae-74bd-44eb-b36b-32ec0fbcb66e,Dean Young,Complaint,14,2024-01-03 00:00:00.640615,1459
a4479dc3-cb3d-4c11-898f-378c7854fa98,Kristina Werner,Traffic Signal Fault,21,2024-01-21 00:00:00.636979,1675
1c89a8d6-4b06-4304-8c1f-8c532b07d47a,Jon Ward,Complaint,1,2024-02-21 00:00:00.081717,1036
2475d9a1-0cd2-42ef-88a8-2cb0985b113d,Stacey Lambert,Transport Query,27,2024-04-10 00:00:00.495030,1646
ce6f1b5c-ca23-4b86-a2bd-fadf48b8f490,Cameron Cordova,Traffic Signal Fault,29,2024-01-23 00:00:00.051097,1688
2e3e59fa-66ab-4355-92fe-32991db9e1cb,Shawn Moses,Toll Issue,2,2024-01-14 00:00:00.962097,1090
0f59d6b6-3ef6-4084-a6b4-eb97202cdc16,Shannon Simpson MD,Traffic Signal Fault,22,2024-01-09 00:00:00.213545,1869
9182a35e-c8cf-49a2-b2fc-a2e595c7294b,Andrew Boyer,Road Block,16,2024-04-26 00:00:00.611756,1889
28915058-1a28-4297-b209-2a6f736cc4f1,David Price,Transport Query,27,2024-03-29 00:00:00.672793,1686
1a772bd1-4d91-4057-8ee5-58f496a98946,Jeffrey Harding,Toll Issue,12,2024-06-20 00:00:00.141819,1903
03bae47b-2d93-45fa-9792-44bb7d42973c,Kimberly Reid,Traffic Signal Fault,9,2024-01-03 00:00:00.198664,1459
5b54c1b3-4d92-4e39-8ce4-13738b34800d,Andrew Boyer,Traffic Signal Fault,28,2024-02-09 00:00:00.013099,1632
52847e3c-646b-4178-b06a-56a36a0c9684,Benjamin Hammond,Complaint,24,2024-02-29 00:00:00.664060,1246
7e2f61c1-4a8a-44de-aa4a-a3326417f8eb,Christine Christensen,Road Block,6,2024-03-08 00:00:00.347972,1654
6b862376-960f-4255-87d3-d3304d669273,Joseph Gray,Road Block,29,2024-01-09 00:00:00.167769,1869
900c6c09-f409-44c6-80c8-d26c082ec91c,David Price,Toll Issue,7,2024-02-01 00:00:00.953609,1853
e77ab51f-ff0b-4517-9128-36d0275f3fe8,Michael Gonzalez,Transport Query,14,2024-06-20 00:00:00.341917,1903
c38f6e72-9e77-44a1-822b-c24e1fd3e457,Jerry Johnson,Road Block,7,2024-01-03 00:00:00.348952,1459
a9899f0a-5c6d-430e-bfa2-3fd13f07a9ea,Kimberly Reid,Road Block,16,2024-01-06 00:00:00.426665,1026
db6c6ee4-4e00-4664-b651-30f67330fa64,Kimberly Reid,Traffic Signal Fault,16,2024-02-21 00:00:00.635403,1036
5b04dbe4-c2db-4dee-a145-5d7f6f6966d9,Ralph Horton,Road Block,13,2024-03-28 00:00:00.453856,1128
14fccd91-f20f-445e-a966-5aa30ee7c987,Anna Parsons,Road Block,19,2024-01-23 00:00:00.208894,1688
aa10a05e-6038-4e14-b48f-9a1c4dda3852,Shannon Simpson MD,Complaint,21,2024-04-26 00:00:00.849085,1889
f3186670-5440-43e1-99aa-8ecdbbc00a18,Anna Parsons,Transport Query,15,2024-03-22 00:00:00.621740,1491
e889fd58-b9d9-49d3-947e-7ddcad54cf0f,Andrew Boyer,Complaint,5,2024-03-29 00:00:00.431026,1686
9a215bc9-587c-4241-92c1-3535109397fa,Benjamin Hammond,Transport Query,24,2024-02-01 00:00:00.071376,1853
9def9bcd-e873-4b06-83da-500bc7c4dab5,Joseph Gray,Road Block,6,2024-03-24 00:00:00.960690,1503
2703fef2-faec-439f-bf93-41e42f2bed62,Susan Turner,Toll Issue,26,2024-01-03 00:00:00.078751,1459
725df09a-d4e5-4a3d-9ada-d5517a38a05c,Jessica Nunez,Accident,27,2024-03-22 00:00:00.677466,1491
732825cc-8792-497b-bd0e-bc6b5a3a369b,Matthew Robinson,Complaint,22,2024-01-21 00:00:00.363449,1675
246b1a6e-9c4c-4d03-a8f5-38df59225d05,Matthew Keller,Complaint,14,2024-03-08 00:00:00.152652,1654
512af187-7a4a-4a0c-8464-470b78d08382,Nancy Dawson,Complaint,4,2024-06-03 00:00:00.293677,1745
af1c8e91-3b2a-40cf-9ebe-fa1cea5c61e7,Samantha Holland,Road Block,24,2024-04-10 00:00:00.423383,1646
59146ab8-891b-43c4-90e6-1300372f1838,Christine Christensen,Traffic Signal Fault,28,2024-04-26 00:00:00.073800,1889
7dba0daf-6ae2-4577-b9e1-5b836c13d40d,Joseph Gray,Road Block,15,2024-02-21 00:00:00.523989,1036
e1639763-4e00-4181-a71e-a6a41ac8d59a,Susan Turner,Complaint,17,2024-03-28 00:00:00.375981,1128
41fe4227-30ee-48b1-9de1-01912d87a171,Joanne Allen,Accident,28,2024-05-05 00:00:00.455692,1992
a813be07-9ed3-47cf-99f4-b461ee88608a,Shannon Simpson MD,Road Block,5,2024-02-09 00:00:00.392367,1632
bc90da1a-05ef-45a5-85cc-d435fe322619,Jason Thompson,Toll Issue,2,2024-03-29 00:00:00.117330,1686
d8f01fd4-e20f-47ff-89bd-5668f4808f2d,Krista Taylor,Road Block,21,2024-04-26 00:00:00.039025,1889
e95ebbfc-d77a-4495-a706-3a128613953c,Julia Jones,Complaint,2,2024-02-09 00:00:00.247889,1632
734941fc-4775-4885-9776-800f398bc7f1,Shawn Moses,Complaint,4,2024-01-23 00:00:00.159726,1688
9c5c4525-7eb5-4c16-b8f0-f4139b29f227,Keith Durham,Road Block,21,2024-04-26 00:00:00.661415,1889
0dfad5e4-cf0d-4283-b0dc-ff844b3cd3dc,Anna Parsons,Complaint,30,2024-03-22 00:00:00.252618,1491
979f651d-66ef-435a-a58c-36a657a46826,Julia Jones,Transport Query,9,2024-03-03 00:00:00.283516,1490
5506f8eb-5212-4e97-a546-7fd85e18afcd,Susan Turner,Traffic Signal Fault,17,2024-06-03 00:00:00.235921,1745
6a8327ca-e4e3-40c3-b69d-f6081fe1e6a5,Mr. Richard Robinson Jr.,Accident,25,2024-01-21 00:00:00.319355,1675
98f34277-c715-4fd2-a6c1-c8c4f23a160c,Julia Jones,Toll Issue,23,2024-01-14 00:00:00.649025,1090
